automaton,device,traverser,evaluator,layout,reference_impl,x_size,y_size,steps,rounds,warmup_rounds,x_tile_size,y_tile_size,cuda_block_size_x,cuda_block_size_y,seed,word_size,temporal_steps,temporal_tile_size_y,average_time_ms,average_time_per_cell_ps,std_time_ms,rounds_had_same_checksums,checksum
brian,CUDA,temporal,bit_planes,bit_planes,,16320,16440,119,5,1,0,0,32,2,42,32,17,64,31.173306,0.976369,0.003187,true,1357043-1339188-1324311-1361112-1334182-1346248-1352174-1368217-1355211-1350361-1353212-1352992-1334610-1339800-1343740-1353587
brian,CUDA,temporal,tiled_bit_planes,tiled_bit_planes,,16224,16416,119,5,1,0,0,32,2,42,32,17,64,25.813428,0.814467,0.004191,true,1328585-1322176-1329158-1345894-1339151-1353110-1325115-1344527-1356241-1329885-1342805-1344457-1350909-1345793-1345379-1353528
brian,CUDA,temporal,bit_planes,bit_planes,,16320,16436,126,5,1,0,0,32,2,42,32,18,64,35.335341,1.045496,0.003153,true,1350301-1326924-1311622-1348175-1321820-1331746-1337450-1354412-1341450-1329210-1344315-1347026-1328866-1327393-1335391-1341623
brian,CUDA,temporal,tiled_bit_planes,tiled_bit_planes,,16224,16416,126,5,1,0,0,32,2,42,32,18,64,27.289408,0.813202,0.005238,true,1316003-1312371-1319767-1329771-1326968-1343536-1306957-1334562-1345723-1321008-1335044-1334789-1340650-1336179-1337067-1352231
brian,CUDA,temporal,bit_planes,bit_planes,,16320,16440,120,5,1,0,0,32,2,42,32,20,64,38.656211,1.200649,0.130104,true,1355985-1335553-1321986-1358506-1331119-1344210-1350876-1366754-1352044-1347186-1351018-1351751-1332753-1338099-1342525-1351843
brian,CUDA,temporal,tiled_bit_planes,tiled_bit_planes,,16224,16416,120,5,1,0,0,32,2,42,32,20,64,25.927386,0.811245,0.004383,true,1326246-1322485-1327482-1344001-1338889-1351967-1322849-1342424-1355768-1327173-1342169-1342147-1348472-1343989-1344368-1352282
brian,CUDA,temporal,bit_planes,bit_planes,,16320,16440,110,5,1,0,0,32,2,42,32,22,64,42.410586,1.437009,0.069389,true,1368176-1351664-1345149-1374394-1355976-1360790-1367795-1384014-1378196-1371308-1370124-1370438-1352429-1353328-1356384-1371161
brian,CUDA,temporal,tiled_bit_planes,tiled_bit_planes,,16224,16432,110,5,1,0,0,32,2,42,32,22,64,24.573434,0.837963,0.006147,true,1344416-1345301-1348741-1366529-1356186-1362293-1343510-1354955-1367278-1350458-1352057-1360482-1365174-1357615-1362806-1359533
brian,CUDA,temporal,bit_planes,bit_planes,,16320,16448,120,5,1,0,0,32,2,42,32,24,64,57.824767,1.795144,0.018575,true,1352869-1335614-1321885-1358284-1331717-1345020-1351254-1367308-1352754-1347545-1351882-1352484-1334175-1340364-1342173-1353202
brian,CUDA,temporal,tiled_bit_planes,tiled_bit_planes,,16224,16432,120,5,1,0,0,32,2,42,32,24,64,26.767123,0.836704,0.004469,true,1323050-1323929-1329341-1346502-1340571-1353034-1324000-1343564-1357573-1328649-1343483-1343629-1347489-1343768-1345550-1354062
brian,CUDA,simple,bit_array,bit_array,,16384,16384,128,5,1,0,0,32,2,42,64,0,0,549.269519,15.985847,0.053304,true,1370182-1335317-1332633-1347082-1348520-1322570-1344908-1333174-1321475-1342236-1347135-1335328-1331246-1335809-1337049-1330515
brian,CUDA,simple,bit_planes,bit_planes,,16384,16384,128,5,1,0,0,32,2,42,64,0,0,13.236397,0.385230,0.012808,true,1370182-1335317-1332633-1347082-1348520-1322570-1344908-1333174-1321475-1342236-1347135-1335328-1331246-1335809-1337049-1330515
brian,CUDA,simple,tiled_bit_planes,tiled_bit_planes,,16384,16384,128,5,1,0,0,32,2,42,64,0,0,15.920646,0.463352,0.002319,true,1370182-1335317-1332633-1347082-1348520-1322570-1344908-1333174-1321475-1342236-1347135-1335328-1331246-1335809-1337049-1330515
brian,CUDA,temporal,bit_planes,bit_planes,,15360,17472,128,5,1,0,0,32,2,42,64,2,32,15.460819,0.450079,0.003959,true,1314663-1329372-1331952-1324787-1323857-1314559-1343727-1329371-1324092-1317608-1320239-1331887-1331179-1333463-1352142-1349171
brian,CUDA,temporal,tiled_bit_planes,tiled_bit_planes,,16320,16320,128,5,1,0,0,32,2,42,64,2,32,20.099878,0.589581,0.003893,true,1337615-1316455-1298507-1334398-1306903-1321158-1324413-1345549-1329638-1315127-1328801-1334983-1315094-1309782-1325917-1327158
brian,CUDA,temporal,bit_planes,bit_planes,,15360,17472,126,5,1,0,0,32,2,42,64,3,32,14.760006,0.436498,0.004499,true,1319791-1331576-1337027-1328696-1329143-1318633-1344692-1329842-1325187-1318863-1323835-1332593-1333541-1337345-1353875-1353764
brian,CUDA,temporal,tiled_bit_planes,tiled_bit_planes,,16320,16320,126,5,1,0,0,32,2,42,64,3,32,18.765062,0.559164,0.002450,true,1340213-1319047-1304077-1336100-1310343-1324357-1328246-1348331-1331521-1320489-1332363-1337644-1316511-1312218-1326971-1329244
brian,CUDA,temporal,bit_planes,bit_planes,,15360,17472,128,5,1,0,0,32,2,42,64,4,32,15.543213,0.452478,0.009369,true,1314663-1329372-1331952-1324787-1323857-1314559-1343727-1329371-1324092-1317608-1320239-1331887-1331179-1333463-1352142-1349171
brian,CUDA,temporal,tiled_bit_planes,tiled_bit_planes,,16320,16320,128,5,1,0,0,32,2,42,64,4,32,18.546503,0.544016,0.001542,true,1337615-1316455-1298507-1334398-1306903-1321158-1324413-1345549-1329638-1315127-1328801-1334983-1315094-1309782-1325917-1327158
brian,CUDA,temporal,bit_planes,bit_planes,,15360,17468,125,5,1,0,0,32,2,42,64,5,32,16.345210,0.487356,0.008750,true,1324264-1332069-1339861-1329999-1330333-1320104-1346812-1329706-1326795-1319767-1325342-1334227-1337241-1337326-1353229-1354617
brian,CUDA,temporal,tiled_bit_planes,tiled_bit_planes,,16320,16320,125,5,1,0,0,32,2,42,64,5,32,17.799533,0.534636,0.007425,true,1341134-1320950-1305446-1337517-1312134-1325521-1330209-1351999-1333344-1322198-1334874-1338801-1318071-1313656-1327601-1330418
brian,CUDA,temporal,bit_planes,bit_planes,,15360,17460,126,5,1,0,0,32,2,42,64,6,32,17.798918,0.526729,0.008195,true,1317940-1328193-1338261-1330922-1328175-1317647-1343547-1328795-1324118-1317786-1323142-1331810-1331541-1336926-1350888-1349749
brian,CUDA,temporal,tiled_bit_planes,tiled_bit_planes,,16320,16320,126,5,1,0,0,32,2,42,64,6,32,17.743040,0.528710,0.003693,true,1340213-1319047-1304077-1336100-1310343-1324357-1328246-1348331-1331521-1320489-1332363-1337644-1316511-1312218-1326971-1329244
brian,CUDA,temporal,bit_planes,bit_planes,,15360,17460,126,5,1,0,0,32,2,42,64,7,32,19.249427,0.569655,0.039562,true,1317940-1328193-1338261-1330922-1328175-1317647-1343547-1328795-1324118-1317786-1323142-1331810-1331541-1336926-1350888-1349749
brian,CUDA,temporal,tiled_bit_planes,tiled_bit_planes,,16320,16320,126,5,1,0,0,32,2,42,64,7,32,17.598426,0.524400,0.003597,true,1340213-1319047-1304077-1336100-1310343-1324357-1328246-1348331-1331521-1320489-1332363-1337644-1316511-1312218-1326971-1329244
