automaton,device,traverser,evaluator,layout,reference_impl,x_size,y_size,steps,rounds,warmup_rounds,x_tile_size,y_tile_size,cuda_block_size_x,cuda_block_size_y,seed,word_size,temporal_steps,temporal_tile_size_y,average_time_ms,average_time_per_cell_ps,std_time_ms,rounds_had_same_checksums,checksum
game-of-life,CUDA,temporal,tiled_bit_planes,tiled_bit_planes,,4080,3968,1024,1,1,0,0,32,2,42,32,4,64,12.474317,0.752463,0.000000,True,46047-41937-43813-45767-42169-41021-44114-46285-43853-43553-42852-45718-42463-44031-43502-44082
game-of-life,CUDA,temporal,bit_planes,bit_planes,,3840,4320,1024,1,1,0,0,32,2,42,32,4,128,12.757639,0.751027,0.000000,True,44398-46068-43766-43416-44485-45562-44604-43128-44897-45265-42527-46237-44787-42975-44027-45046
game-of-life,CUDA,temporal,tiled_bit_planes,tiled_bit_planes,,4080,4032,1024,1,1,0,0,32,2,42,32,4,128,16.781984,0.996237,0.000000,True,46852-43170-44204-46079-42984-41619-44684-47185-44488-44202-43767-46325-42407-45541-44702-44220
game-of-life,CUDA,temporal,bit_planes,bit_planes,,3840,4368,1020,1,1,0,0,32,2,42,32,6,16,12.112485,0.707977,0.000000,True,44691-47354-43296-44335-45537-45635-45334-43956-45162-45729-43005-46920-45430-43990-44193-45417
game-of-life,CUDA,temporal,bit_planes,bit_planes,,3840,4360,1020,1,1,0,0,32,2,42,32,6,32,6.768889,0.396369,0.000000,True,45001-46482-44150-43637-45423-45613-45298-43897-45172-45624-42833-46733-46719-44302-43979-44823
game-of-life,CUDA,temporal,bit_planes,bit_planes,,3840,4368,1020,1,1,0,0,32,2,42,32,6,64,7.881546,0.460678,0.000000,True,44691-47354-43296-44335-45537-45635-45334-43956-45162-45729-43005-46920-45430-43990-44193-45417
game-of-life,CUDA,temporal,bit_planes,bit_planes,,3840,4292,1020,1,1,0,0,32,2,42,32,6,128,10.540640,0.627012,0.000000,True,44584-46079-43084-43153-44305-45282-44634-43352-44761-44706-42261-45940-45184-43461-43596-45069
game-of-life,CUDA,temporal,bit_planes,bit_planes,,3840,4368,1024,1,1,0,0,32,2,42,32,8,32,7.910960,0.460591,0.000000,True,44615-47198-43347-44206-45285-45774-45164-43622-45059-45782-42878-46886-45398-43839-44301-45274
game-of-life,CUDA,temporal,bit_planes,bit_planes,,3840,4368,1024,1,1,0,0,32,2,42,32,8,64,7.295292,0.424746,0.000000,True,44615-47198-43347-44206-45285-45774-45164-43622-45059-45782-42878-46886-45398-43839-44301-45274
game-of-life,CUDA,temporal,bit_planes,bit_planes,,3840,4368,1024,1,1,0,0,32,2,42,32,8,128,9.577791,0.557637,0.000000,True,44615-47198-43347-44206-45285-45774-45164-43622-45059-45782-42878-46886-45398-43839-44301-45274
game-of-life,CUDA,simple,bit_array,bit_array,,4096,4096,1024,1,1,0,0,32,2,42,64,0,0,117.071584,6.814463,0.000000,True,44732-46231-45785-43598-45361-45551-46216-45831-42431-43977-43485-41916-45085-44701-43519-44637
game-of-life,CUDA,simple,bit_planes,bit_planes,,4096,4096,1024,1,1,0,0,32,2,42,64,0,0,7.258896,0.422523,0.000000,True,44732-46231-45785-43598-45361-45551-46216-45831-42431-43977-43485-41916-45085-44701-43519-44637
game-of-life,CUDA,simple,tiled_bit_planes,tiled_bit_planes,,4096,4096,1024,1,1,0,0,32,2,42,64,0,0,8.991187,0.523356,0.000000,True,44732-46231-45785-43598-45361-45551-46216-45831-42431-43977-43485-41916-45085-44701-43519-44637
game-of-life,CUDA,temporal,bit_planes,bit_planes,,3840,4368,1024,1,1,0,0,32,2,42,64,2,8,7.048085,0.410353,0.000000,True,44615-47198-43347-44206-45285-45774-45164-43622-45059-45782-42878-46886-45398-43839-44301-45274
game-of-life,CUDA,temporal,tiled_bit_planes,tiled_bit_planes,,4080,4080,1024,1,1,0,0,32,2,42,64,2,8,8.350039,0.489856,0.000000,True,48612-43767-43955-46668-43692-42401-45285-47906-44886-44718-44146-46589-43680-45803-44293-46038
game-of-life,CUDA,temporal,bit_planes,bit_planes,,3840,4368,1024,1,1,0,0,32,2,42,64,2,16,6.532969,0.380362,0.000000,True,44615-47198-43347-44206-45285-45774-45164-43622-45059-45782-42878-46886-45398-43839-44301-45274
game-of-life,CUDA,temporal,tiled_bit_planes,tiled_bit_planes,,4080,4032,1024,1,1,0,0,32,2,42,64,2,16,8.148302,0.483712,0.000000,True,46852-43170-44204-46079-42984-41619-44684-47185-44488-44202-43767-46325-42407-45541-44702-44220
game-of-life,CUDA,temporal,bit_planes,bit_planes,,3840,4368,1024,1,1,0,0,32,2,42,64,2,32,8.402920,0.489234,0.000000,True,44615-47198-43347-44206-45285-45774-45164-43622-45059-45782-42878-46886-45398-43839-44301-45274
game-of-life,CUDA,temporal,tiled_bit_planes,tiled_bit_planes,,4080,4080,1024,1,1,0,0,32,2,42,64,2,32,11.437376,0.670975,0.000000,True,48612-43767-43955-46668-43692-42401-45285-47906-44886-44718-44146-46589-43680-45803-44293-46038
game-of-life,CUDA,temporal,bit_planes,bit_planes,,3840,4320,1024,1,1,0,0,32,2,42,64,2,64,11.559953,0.680520,0.000000,True,44398-46068-43766-43416-44485-45562-44604-43128-44897-45265-42527-46237-44787-42975-44027-45046
game-of-life,CUDA,temporal,tiled_bit_planes,tiled_bit_planes,,4080,3968,1024,1,1,0,0,32,2,42,64,2,64,15.500069,0.934979,0.000000,True,46047-41937-43813-45767-42169-41021-44114-46285-43853-43553-42852-45718-42463-44031-43502-44082
game-of-life,CUDA,temporal,tiled_bit_planes,tiled_bit_planes,,4080,4080,1024,1,1,0,0,32,2,42,64,4,8,7.330455,0.430042,0.000000,True,48612-43767-43955-46668-43692-42401-45285-47906-44886-44718-44146-46589-43680-45803-44293-46038
game-of-life,CUDA,temporal,bit_planes,bit_planes,,3840,4368,1024,1,1,0,0,32,2,42,64,4,16,6.237299,0.363147,0.000000,True,44615-47198-43347-44206-45285-45774-45164-43622-45059-45782-42878-46886-45398-43839-44301-45274
game-of-life,CUDA,temporal,tiled_bit_planes,tiled_bit_planes,,4080,4032,1024,1,1,0,0,32,2,42,64,4,16,6.823673,0.405077,0.000000,True,46852-43170-44204-46079-42984-41619-44684-47185-44488-44202-43767-46325-42407-45541-44702-44220
game-of-life,CUDA,temporal,bit_planes,bit_planes,,3840,4368,1024,1,1,0,0,32,2,42,64,4,32,6.540451,0.380797,0.000000,True,44615-47198-43347-44206-45285-45774-45164-43622-45059-45782-42878-46886-45398-43839-44301-45274
game-of-life,CUDA,temporal,tiled_bit_planes,tiled_bit_planes,,4080,4080,1024,1,1,0,0,32,2,42,64,4,32,9.429465,0.553180,0.000000,True,48612-43767-43955-46668-43692-42401-45285-47906-44886-44718-44146-46589-43680-45803-44293-46038
game-of-life,CUDA,temporal,bit_planes,bit_planes,,3840,4368,1024,1,1,0,0,32,2,42,64,4,64,8.466487,0.492935,0.000000,True,44615-47198-43347-44206-45285-45774-45164-43622-45059-45782-42878-46886-45398-43839-44301-45274
game-of-life,CUDA,temporal,tiled_bit_planes,tiled_bit_planes,,4080,3968,1024,1,1,0,0,32,2,42,64,4,64,11.954014,0.721078,0.000000,True,46047-41937-43813-45767-42169-41021-44114-46285-43853-43553-42852-45718-42463-44031-43502-44082
game-of-life,CUDA,temporal,tiled_bit_planes,tiled_bit_planes,,4080,4080,1020,1,1,0,0,32,2,42,64,6,8,6.963446,0.410113,0.000000,True,48746-43824-44154-46351-43570-42631-45362-47494-44890-44634-44392-46387-43811-45792-44170-45862
game-of-life,CUDA,temporal,bit_planes,bit_planes,,3840,4368,1020,1,1,0,0,32,2,42,64,6,16,10.583164,0.618588,0.000000,True,44691-47354-43296-44335-45537-45635-45334-43956-45162-45729-43005-46920-45430-43990-44193-45417
game-of-life,CUDA,temporal,tiled_bit_planes,tiled_bit_planes,,4080,4032,1020,1,1,0,0,32,2,42,64,6,16,6.356431,0.378820,0.000000,True,47118-43173-44524-45663-42869-41814-44753-46852-44514-44175-43964-46146-42761-45814-44623-44021
game-of-life,CUDA,temporal,bit_planes,bit_planes,,3840,4360,1020,1,1,0,0,32,2,42,64,6,32,5.864320,0.343400,0.000000,True,45001-46482-44150-43637-45423-45613-45298-43897-45172-45624-42833-46733-46719-44302-43979-44823
game-of-life,CUDA,temporal,tiled_bit_planes,tiled_bit_planes,,4080,4080,1020,1,1,0,0,32,2,42,64,6,32,8.719883,0.513559,0.000000,True,48746-43824-44154-46351-43570-42631-45362-47494-44890-44634-44392-46387-43811-45792-44170-45862
game-of-life,CUDA,temporal,bit_planes,bit_planes,,3840,4368,1020,1,1,0,0,32,2,42,64,6,64,7.502337,0.438513,0.000000,True,44691-47354-43296-44335-45537-45635-45334-43956-45162-45729-43005-46920-45430-43990-44193-45417
game-of-life,CUDA,temporal,tiled_bit_planes,tiled_bit_planes,,4080,3968,1020,1,1,0,0,32,2,42,64,6,64,10.759793,0.651586,0.000000,True,46037-42093-43978-45462-42129-41148-44189-45935-43790-43538-43094-45545-42652-44138-43384-43809
game-of-life,CUDA,temporal,tiled_bit_planes,tiled_bit_planes,,4080,4080,1024,1,1,0,0,32,2,42,64,8,8,6.828611,0.400601,0.000000,True,48612-43767-43955-46668-43692-42401-45285-47906-44886-44718-44146-46589-43680-45803-44293-46038
game-of-life,CUDA,temporal,tiled_bit_planes,tiled_bit_planes,,4080,4032,1024,1,1,0,0,32,2,42,64,8,16,6.156385,0.365464,0.000000,True,46852-43170-44204-46079-42984-41619-44684-47185-44488-44202-43767-46325-42407-45541-44702-44220
game-of-life,CUDA,temporal,bit_planes,bit_planes,,3840,4368,1024,1,1,0,0,32,2,42,64,8,32,7.615970,0.443416,0.000000,True,44615-47198-43347-44206-45285-45774-45164-43622-45059-45782-42878-46886-45398-43839-44301-45274
game-of-life,CUDA,temporal,tiled_bit_planes,tiled_bit_planes,,4080,4080,1024,1,1,0,0,32,2,42,64,8,32,8.419997,0.493960,0.000000,True,48612-43767-43955-46668-43692-42401-45285-47906-44886-44718-44146-46589-43680-45803-44293-46038
game-of-life,CUDA,temporal,bit_planes,bit_planes,,3840,4368,1024,1,1,0,0,32,2,42,64,8,64,7.000482,0.407581,0.000000,True,44615-47198-43347-44206-45285-45774-45164-43622-45059-45782-42878-46886-45398-43839-44301-45274
game-of-life,CUDA,temporal,tiled_bit_planes,tiled_bit_planes,,4080,3968,1024,1,1,0,0,32,2,42,64,8,64,10.207151,0.615705,0.000000,True,46047-41937-43813-45767-42169-41021-44114-46285-43853-43553-42852-45718-42463-44031-43502-44082
game-of-life,CUDA,,,,baseline,4096,4096,1024,1,1,0,0,32,4,42,0,0,0,227.227807,13.226399,0.000000,True,44732-46231-45785-43598-45361-45551-46216-45831-42431-43977-43485-41916-45085-44701-43519-44637
game-of-life,CUDA,simple,standard,standard,,4096,4096,1024,1,1,0,0,32,4,42,0,0,0,234.150940,13.629379,0.000000,True,44732-46231-45785-43598-45361-45551-46216-45831-42431-43977-43485-41916-45085-44701-43519-44637
game-of-life,CUDA,simple,bit_array,bit_array,,4096,4096,1024,1,1,0,0,32,4,42,32,0,0,90.510432,5.268401,0.000000,True,44732-46231-45785-43598-45361-45551-46216-45831-42431-43977-43485-41916-45085-44701-43519-44637
game-of-life,CUDA,simple,bit_planes,bit_planes,,4096,4096,1024,1,1,0,0,32,4,42,32,0,0,10.334465,0.601545,0.000000,True,44732-46231-45785-43598-45361-45551-46216-45831-42431-43977-43485-41916-45085-44701-43519-44637
game-of-life,CUDA,simple,tiled_bit_planes,tiled_bit_planes,,4096,4096,1024,1,1,0,0,32,4,42,32,0,0,12.176834,0.708785,0.000000,True,44732-46231-45785-43598-45361-45551-46216-45831-42431-43977-43485-41916-45085-44701-43519-44637
game-of-life,CUDA,temporal,bit_planes,bit_planes,,3840,4368,1024,1,1,0,0,32,4,42,32,2,8,9.956278,0.579673,0.000000,True,44615-47198-43347-44206-45285-45774-45164-43622-45059-45782-42878-46886-45398-43839-44301-45274
game-of-life,CUDA,temporal,tiled_bit_planes,tiled_bit_planes,,4080,4104,1024,1,1,0,0,32,4,42,32,2,8,10.015289,0.584112,0.000000,True,47415-43669-45030-47175-44007-42705-45473-48200-45268-45205-44431-46743-42676-45235-45098-45977
game-of-life,CUDA,temporal,bit_planes,bit_planes,,3840,4368,1024,1,1,0,0,32,4,42,32,2,16,6.606792,0.384660,0.000000,True,44615-47198-43347-44206-45285-45774-45164-43622-45059-45782-42878-46886-45398-43839-44301-45274
game-of-life,CUDA,temporal,tiled_bit_planes,tiled_bit_planes,,4080,4088,1024,1,1,0,0,32,4,42,32,2,16,7.845910,0.459380,0.000000,True,47640-43265-44463-47693-43828-42523-45352-48003-44989-44852-44276-46679-43679-45192-43986-45032
game-of-life,CUDA,temporal,bit_planes,bit_planes,,3840,4368,1024,1,1,0,0,32,4,42,32,2,32,6.410353,0.373223,0.000000,True,44615-47198-43347-44206-45285-45774-45164-43622-45059-45782-42878-46886-45398-43839-44301-45274
game-of-life,CUDA,temporal,tiled_bit_planes,tiled_bit_planes,,4080,4080,1024,1,1,0,0,32,4,42,32,2,32,9.391677,0.550964,0.000000,True,48612-43767-43955-46668-43692-42401-45285-47906-44886-44718-44146-46589-43680-45803-44293-46038
game-of-life,CUDA,temporal,bit_planes,bit_planes,,3840,4320,1024,1,1,0,0,32,4,42,32,2,64,8.041830,0.473413,0.000000,True,44398-46068-43766-43416-44485-45562-44604-43128-44897-45265-42527-46237-44787-42975-44027-45046
game-of-life,CUDA,temporal,tiled_bit_planes,tiled_bit_planes,,4080,3968,1024,1,1,0,0,32,4,42,32,2,64,10.880427,0.656318,0.000000,True,46047-41937-43813-45767-42169-41021-44114-46285-43853-43553-42852-45718-42463-44031-43502-44082
game-of-life,CUDA,temporal,bit_planes,bit_planes,,3840,4340,1024,1,1,0,0,32,4,42,32,2,128,12.608862,0.738848,0.000000,True,44397-46704-43659-44344-44830-45664-44852-43294-44978-45521-42602-46457-44574-42671-43776-45107
game-of-life,CUDA,temporal,tiled_bit_planes,tiled_bit_planes,,4080,4032,1024,1,1,0,0,32,4,42,32,2,128,16.009567,0.950384,0.000000,True,46852-43170-44204-46079-42984-41619-44684-47185-44488-44202-43767-46325-42407-45541-44702-44220
game-of-life,CUDA,temporal,tiled_bit_planes,tiled_bit_planes,,4080,4104,1024,1,1,0,0,32,4,42,32,4,8,8.599109,0.501517,0.000000,True,47415-43669-45030-47175-44007-42705-45473-48200-45268-45205-44431-46743-42676-45235-45098-45977
game-of-life,CUDA,temporal,bit_planes,bit_planes,,3840,4368,1024,1,1,0,0,32,4,42,32,4,16,7.420463,0.432033,0.000000,True,44615-47198-43347-44206-45285-45774-45164-43622-45059-45782-42878-46886-45398-43839-44301-45274
game-of-life,CUDA,temporal,tiled_bit_planes,tiled_bit_planes,,4080,4088,1024,1,1,0,0,32,4,42,32,4,16,6.721326,0.393536,0.000000,True,47640-43265-44463-47693-43828-42523-45352-48003-44989-44852-44276-46679-43679-45192-43986-45032
game-of-life,CUDA,temporal,bit_planes,bit_planes,,3840,4368,1024,1,1,0,0,32,4,42,32,4,32,5.352921,0.311657,0.000000,True,44615-47198-43347-44206-45285-45774-45164-43622-45059-45782-42878-46886-45398-43839-44301-45274
game-of-life,CUDA,temporal,tiled_bit_planes,tiled_bit_planes,,4080,4080,1024,1,1,0,0,32,4,42,32,4,32,7.977652,0.468010,0.000000,True,48612-43767-43955-46668-43692-42401-45285-47906-44886-44718-44146-46589-43680-45803-44293-46038
game-of-life,CUDA,temporal,bit_planes,bit_planes,,3840,4368,1024,1,1,0,0,32,4,42,32,4,64,6.193291,0.360585,0.000000,True,44615-47198-43347-44206-45285-45774-45164-43622-45059-45782-42878-46886-45398-43839-44301-45274
game-of-life,CUDA,temporal,tiled_bit_planes,tiled_bit_planes,,4080,3968,1024,1,1,0,0,32,4,42,32,4,64,8.830372,0.532656,0.000000,True,46047-41937-43813-45767-42169-41021-44114-46285-43853-43553-42852-45718-42463-44031-43502-44082
game-of-life,CUDA,temporal,bit_planes,bit_planes,,3840,4320,1024,1,1,0,0,32,4,42,32,4,128,9.073793,0.534163,0.000000,True,44398-46068-43766-43416-44485-45562-44604-43128-44897-45265-42527-46237-44787-42975-44027-45046
game-of-life,CUDA,temporal,tiled_bit_planes,tiled_bit_planes,,4080,4032,1024,1,1,0,0,32,4,42,32,4,128,12.547208,0.744846,0.000000,True,46852-43170-44204-46079-42984-41619-44684-47185-44488-44202-43767-46325-42407-45541-44702-44220
